CONTACT_ID,CONTACT,CONTACT_TYPE_ID,PARK_ID
1023,national_mall@nps.gov,1,2D0C31DF-BE78-42A8-812E-1A44602B3D40
1024,+18042241732,2,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25
1025,+18042242142,3,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25
1026,gewa_thst_information@nps.gov,1,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25
1027,+18017565239,2,26FBF456-94A2-413C-87D9-DDBCD96815FA
1028,tica_info@nps.gov,1,26FBF456-94A2-413C-87D9-DDBCD96815FA
1029,+19046417155,2,A1C5A868-68A9-4403-B762-531EBA300E3C
1030,timu_information@nps.gov,1,A1C5A868-68A9-4403-B762-531EBA300E3C
1031,+19284672241,2,69C5BC24-3065-401D-86C2-3FAC411E1327
1032,+19284672225,3,69C5BC24-3065-401D-86C2-3FAC411E1327
1033,tont_information@nps.gov,1,69C5BC24-3065-401D-86C2-3FAC411E1327
1034,+14018474794,2,5216C131-B847-4A97-ACF1-4864714007FF
1035,info@tourosynagogue.org,1,5216C131-B847-4A97-ACF1-4864714007FF
1036,ntir_information@nps.gov,1,07A92FEB-682E-4895-8070-3323BC6F9EF7
1037,+15306644015,2,C315119F-1597-4C44-A8FA-60D707730FF0
1038,TULE_Information@nps.gov,1,C315119F-1597-4C44-A8FA-60D707730FF0
1039,+17022938853,2,A576B9F9-5C0A-453C-8DB0-939883FFA57A
1040,tusk_information@nps.gov,1,A576B9F9-5C0A-453C-8DB0-939883FFA57A
1041,+15203775060,2,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD
1042,+15203775079,3,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD
1043,NPS_TUMA_Information@nps.gov,1,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD
1044,+18003057417,2,0C7D40DF-85BC-439E-BE58-34E11C1D4095
1045,+16626804033,3,0C7D40DF-85BC-439E-BE58-34E11C1D4095
1046,natr_interpretation@nps.gov,1,0C7D40DF-85BC-439E-BE58-34E11C1D4095
1047,+13344210340,2,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1
1048,tuai_information@nps.gov,1,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1
1049,+13347273200,2,3A9B0972-7F97-4F8C-9B44-A5FA8DEB1AC1
1050,+13347271448,3,3A9B0972-7F97-4F8C-9B44-A5FA8DEB1AC1
1051,tuin_administration@nps.gov,1,3A9B0972-7F97-4F8C-9B44-A5FA8DEB1AC1
1052,+19286345564,2,64B7871C-C058-45BA-BB7C-D3EAD50B23E8
1053,moca_tuzi_info@nps.gov,1,64B7871C-C058-45BA-BB7C-D3EAD50B23E8
1054,+13148421867,2,89303609-703C-43CB-BA65-5BB96C3698C2
1055,+13148421659,3,89303609-703C-43CB-BA65-5BB96C3698C2
1056,ulsg_interpretation@nps.gov,1,89303609-703C-43CB-BA65-5BB96C3698C2
1057,+15706854871,2,09812D3A-1E2B-4402-9ABC-31C79BCB9F6B
1058,+15706854874,3,09812D3A-1E2B-4402-9ABC-31C79BCB9F6B
1059,upde_interpretation@nps.gov,1,09812D3A-1E2B-4402-9ABC-31C79BCB9F6B
1060,+15056701612,2,8908E0CA-3603-4578-B957-837F9813E6D5
1061,vall_info@nps.gov,1,8908E0CA-3603-4578-B957-837F9813E6D5
1062,+16107831000,2,41813A9C-A947-4078-9DAA-4CE952F4E512
1063,vafo_superintendent@nps.gov,1,41813A9C-A947-4078-9DAA-4CE952F4E512
1064,+18452297770,2,C200ADA5-F162-4D77-A820-950E13925129
1065,margaret_laffin@nps.gov,1,C200ADA5-F162-4D77-A820-950E13925129
1066,+16016360583,2,45408368-12DB-4950-92A8-E26AC85E3724
1067,+16016369497,3,45408368-12DB-4950-92A8-E26AC85E3724
1068,Vick_Interpretation@nps.gov,1,45408368-12DB-4950-92A8-E26AC85E3724
1069,+12024266841,2,DFCBAD2C-0B0A-47E8-9C3C-BF55BB3409B2
1070,national_mall@nps.gov,1,DFCBAD2C-0B0A-47E8-9C3C-BF55BB3409B2
1071,+13407766201,2,B2178CA4-35DE-4827-9B7A-B25FAAE1E69B
1072,viis_interpretation@nps.gov,1,B2178CA4-35DE-4827-9B7A-B25FAAE1E69B
1073,+13407766201,2,C65070FE-942C-4E00-8C2B-64CA33C85B4A
1074,+13406939301,3,C65070FE-942C-4E00-8C2B-64CA33C85B4A
1075,viis_interpretation@nps.gov,1,C65070FE-942C-4E00-8C2B-64CA33C85B4A
1076,+12182836600,2,859727CB-2812-40DF-B8DB-D4AE9EA00089
1077,VOYA_info@nps.gov,1,859727CB-2812-40DF-B8DB-D4AE9EA00089
1078,+12547507946,2,46CA5FAF-2AEE-4795-B609-8CB81F9FBBEC
1079,WACO_info@nps.gov,1,46CA5FAF-2AEE-4795-B609-8CB81F9FBBEC
1080,+19285263367,2,8DFC9C19-FF0A-4B48-A34F-FD3D02BFE100
1081,flag_information@nps.gov,1,8DFC9C19-FF0A-4B48-A34F-FD3D02BFE100
1082,+16713334050,2,D44FE5CB-71B4-4B7C-A52A-41BE9D9211B3
1083,wapa_interpretation@nps.gov,1,D44FE5CB-71B4-4B7C-A52A-41BE9D9211B3
1084,+12024266841,2,37E34290-2E37-4A67-8C95-7A3442F354B1
1085,national_mall@nps.gov,1,37E34290-2E37-4A67-8C95-7A3442F354B1
1086,+16107831006,2,3D547E73-F0BF-4FEA-9CAC-9611D024E2FF
1087,Johnny_Carawan@NPS.gov,1,3D547E73-F0BF-4FEA-9CAC-9611D024E2FF
1088,+15804972742,2,BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3
1089,+15804972712,3,BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3
1090,waba_interpretation@nps.gov,1,BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3
1091,+12038341896,2,EA86FED8-2E03-467A-A8BD-4F032A647F35
1092,wefa_interpretation@nps.gov,1,EA86FED8-2E03-467A-A8BD-4F032A647F35
1093,+15302423400,2,89730CB2-BB7D-400B-AF35-5F95A574D97D
1094,+15302445154,3,89730CB2-BB7D-400B-AF35-5F95A574D97D
1095,whis_information@nps.gov,1,89730CB2-BB7D-400B-AF35-5F95A574D97D
1096,+15754796124,2,32D2B528-193E-43FA-BF38-32493D9E317D
1097,whsa_interpretation@nps.gov,1,32D2B528-193E-43FA-BF38-32493D9E317D
1098,+15095226360,2,10505DA0-A627-47EA-8533-5C67C3B2AF15
1099,+15095226355,3,10505DA0-A627-47EA-8533-5C67C3B2AF15
1100,whmi_interpretation@nps.gov,1,10505DA0-A627-47EA-8533-5C67C3B2AF15
1101,+15136843262,2,8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575
1102,+15136843627,3,8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575
1103,kerry_wood@nps.gov,1,8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575
1104,+14177322662,2,2067FAB2-41D4-43DF-8142-9B1FC40AFDFC
1105,WICR_visitor_requests@nps.gov,1,2067FAB2-41D4-43DF-8142-9B1FC40AFDFC
1106,+16057454600,2,37C48EE0-2881-4D22-8F91-A249AE3B0CD0
1107,+16057454207,3,37C48EE0-2881-4D22-8F91-A249AE3B0CD0
1108,WICA_interpretation@nps.gov,1,37C48EE0-2881-4D22-8F91-A249AE3B0CD0
1109,+12066235124,2,CEC8BD62-9229-4455-ABE8-F4310F4AB623
1110,visit@wingluke.org,1,CEC8BD62-9229-4455-ABE8-F4310F4AB623
1111,+17032551800,2,72F41D84-A8ED-47FC-935A-2FD28C3C582E
1112,+17032551971,3,72F41D84-A8ED-47FC-935A-2FD28C3C582E
1113,wotr_interp@nps.gov,1,72F41D84-A8ED-47FC-935A-2FD28C3C582E
1114,+13155680024,2,09689FA5-2147-4BF2-935C-AE92AB85A2E5
1115,wori_information_desk@nps.gov,1,09689FA5-2147-4BF2-935C-AE92AB85A2E5
1116,+12024266841,2,3B4879C9-E8D3-4B0C-9F6D-8345FAA298A6
1117,National_Mall@nps.gov,1,3B4879C9-E8D3-4B0C-9F6D-8345FAA298A6
1118,+12024266841,2,F85AF8D0-1B85-4B2C-9356-840A4AF6A354
1119,national_mall@nps.gov,1,F85AF8D0-1B85-4B2C-9356-840A4AF6A354
1120,+19078225234,2,B7944940-3FE5-4F9B-80AB-2FD78A4CDD48
1121,+19078223281,3,B7944940-3FE5-4F9B-80AB-2FD78A4CDD48
1122,wrst_info@nps.gov,1,B7944940-3FE5-4F9B-80AB-2FD78A4CDD48
1123,+12524732111,2,E2AE772D-7A2B-49CC-9AFA-E8F068506B22
1124,caha_public_affairs@nps.gov,1,E2AE772D-7A2B-49CC-9AFA-E8F068506B22
1125,+19286792365,2,686C8EC8-5487-43B9-B5E8-FCABD56227F0
1126,flag_information@nps.gov,1,686C8EC8-5487-43B9-B5E8-FCABD56227F0
1127,+13073447381,2,F58C6D24-8D10-4573-9826-65D42B8B83AD
1128,+13073442014,3,F58C6D24-8D10-4573-9826-65D42B8B83AD
1129,+13073442386,4,F58C6D24-8D10-4573-9826-65D42B8B83AD
1130,YELL_Information@nps.gov,1,F58C6D24-8D10-4573-9826-65D42B8B83AD
1131,+17578982410,2,D09FF0F8-B16E-4D2B-9C37-03202D6B8176
1132,+17578986346,3,D09FF0F8-B16E-4D2B-9C37-03202D6B8176
1133,colo_info@nps.gov,1,D09FF0F8-B16E-4D2B-9C37-03202D6B8176
1134,+12093720200,2,4324B2B4-D1A3-497F-8E6B-27171FAE4DB2
1135,yose_web_manager@nps.gov,1,4324B2B4-D1A3-497F-8E6B-27171FAE4DB2
1136,+19705294465,2,9854D136-AFC0-4966-BB40-FE9323B56A49
1137,meve_general_information@nps.gov,1,9854D136-AFC0-4966-BB40-FE9323B56A49
1138,+19074593730,2,6F550E4D-AE26-4250-A674-397E2DF88092
1139,fair_information@nps.gov,1,6F550E4D-AE26-4250-A674-397E2DF88092
1140,+14357723256,2,41BAB8ED-C95F-447D-9DA1-FCC4E4D808B2
1141,+14357723426,3,41BAB8ED-C95F-447D-9DA1-FCC4E4D808B2
1142,zion_park_information@nps.gov,1,41BAB8ED-C95F-447D-9DA1-FCC4E4D808B2
